label,message,message_length
0,ok thanx gd nite 2 ü,20
0,hello darlin ive finished college txt u finish u love kate xxx,62
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday,142
0,ta jobs available let know please cos really need start working,63
0,yeah lol luckily didnt starring role like,41
0,u repeat e instructions wats e road name ur house,49
0,looking forward sex cuddling two sleeps,39
0,yeah right ill bring tape measure fri,37
0,left already orchard,20
0,man bus slow think youre gonna get,34
0,oh dang didnt mean send lol,27
0,okey dokey i‘ll bit sorting stuff,33
0,please charge mobile get morning,32
0,im home doc gave pain meds says everything fine,47
0,lmao ok wont needing u hair anymore,35
0,dont plan staying night prolly wont back til late,49
0,anything lor toa payoh got place 2 walk meh,43
0,go openings room til thanksgiving without upcharge,50
0,thanx u darlinim cool thanx bday drinks 2 nite 2morrow take care c u soonxxx,76
0,dont let studying stress l8r,28
0,wow love sooo much know barely stand wonder day goes well love think miss,73
0,hi dude hw r u da realy mising u today,38
1,0anetworks allow companies bill sms responsible suppliers shop give guarantee sell b g,86
0,please leave topicsorry telling,31
0,cool tyler take gonna buy drop place later tonight total order quarter got enough,81
0,great comedycant stop laughing da,33
0,sure neighbors didnt pick,25
1,want new video phone 750 anytime network mins half price line rental free text 3 months reply call 08000930705 free delivery,124
0,doesnt need test,16
0,lol real told dad cancer,24
0,haha friend tyler literally asked could get dubsack,51
0,bloody hell cant believe forgot surname mr ill give u clue spanish begins,73
0,sorry completely forgot pop em round week still,47
0,knew u slept v late yest wake late,34
0,got hella gas money want go grand nature adventure galileo little bit,69
0,booked ticket pongal,20
0,aight text address,18
0,okok okthenwhats ur todays plan,31
1,got takes 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see packs lucozadecoukwrc itcould u,112
0,idea soon get converted live,28
0,way ive put skip right outside front house see house pull,57
0,send email mind ltgt times per night,36
0,sorry ill call later,20
0,see forwarding message proof,28
0,dont flatter tell man mine two pints carlin ten minutes please,62
0,lol yep yesterday already got fireplace another icon sitting,60
0,saw ron burgundy captaining party boat yeah,43
0,aight ill text im back,22
1,stop club tones replying stop mix see mytonecomenjoy html terms club tones cost gbp450week mfl po box 1146 mk45 2wt 23,118
1,guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712379 10am7pm cost 10p,114
1,jamster get free wallpaper text heart 88888 tc apply 16 need help call 08701213186,82
0,part checking iq,16
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,121
0,c movie juz last minute decision mah juz watch 2 lar tot ü interested,69
1,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,96
0,sent ur email id soon,21
0,yup ok,6
0,noice text youre,16
0,fact youre cleaning shows know im upset priority constantly want need,69
0,nice day impressively sensible went home early feel fine boring whens cant remember,83
0,dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done,182
0,didnt get hep b immunisation nigeria,36
0,yeah thatd pretty much best case scenario,41
0,dice art class 6 thru 9 thanks though idea time come tomorrow,61
0,thk ü gotta go home urself cos ill b going shopping 4 frens present,67
0,okay lor still let us go ah coz know later drop cards box right,63
0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai,117
0,hey babe friend cancel still visit,34
1,block breaker comes deluxe format new features great graphics tmobile buy £5 replying get bbdeluxe take challenge,113
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,121
0,thought praps meant another one goodo ill look tomorrow,55
0,getting back home,17
0,ok u tell wat time u coming later lor,37
0,possible teach,14
0,friends use call,16
0,hi chikku send nice msgs,24
0,im gloucesterroad uup later,27
0,ok,2
0,ü call 1010 make sure dat ive woken,35
0,way school pls send ashleys number,34
0,told accenture confirm true,27
0,yeah got one lined us,21
0,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,127
0,probs hon u doinat mo,21
0,ki didt see youkwhere,21
0,ur paper today e morn aft,25
0,lol ok didnt remember til last nite,35
0,please give 2 pick tuesday evening 8 ok,39
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,87
0,shes good wondering wont say hi shes smiling coping long distance,65
1,message brought gmw ltd connected,33
0,yo howz u girls never rang india l,34
1,ur awarded city break could win £200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 £150perwksub,132
0,sister got placed birla soft da,31
1,contacted dating service someone know find call mobile landline 09064017305 pobox75ldns7,88
0,sorry chikku cell got problem thts nt able reply u msg u,56
0,use foreign stamps country good lecture,39
0,good morning boytoy hows yummy lips wheres sexy buns think crave need,69
0,shall book chez jules half eight thats ok,41
0,k dahow many page want,22
1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020,127
0,thank youve wonderful,21
0,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt 7,113
0,finished class,14
0,da vijay going talk jaya tv,27
0,means get door,14
0,specialisation work slave labor look month sha cos shakara 4 beggar,67
0,lovely smell bus aint tobacco,29
0,keep ten rs shelf buy two egg,29
1,call germany 1 pence per minute call fixed line via access number 0844 861 85 85 prepayment direct access wwwtelediscountcouk,125
0,thats significant dont worry,28
0,yeh def up4 something satjust got payed2day havbeen given a£50 pay rise 4my work havebeen made preschoolcoordinator 2i feelingood luv,133
0,still playing gautham,21
0,thank princess want see nice juicy booty,40
0,bbq sat mine 6ish ur welcome 2 come,35
0,alright im outhave good night,29
0,house water dock boat rolled newscaster dabbles jazz flute behind wheel,71
1,urgent mobile awarded £2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu,98
0,much bad avoid like,19
0,ku also dont msg reply msg,26
0,dled 3d imp,11
1,free nokia motorola upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 08001950382 call 2optoutd3wv,135
0,ok im sure time finish tomorrow wanna spend evening cos would vewy vewy lubly love xxx,86
0,sorry uncle ill keep touch,26
0,much buzy,9
0,im coming home 4 dinner,23
0,hi im relaxing time ever get 7am every day party good night get home tomorrow 5ish,82
0,still otside leu come 2morrow maga,34
0,much u trying get,17
0,place want da,13
0,thats cool sometimes slow gentle sonetimes rough hard,53
0,really quite funny lor wat u shd haf run shorter distance wat,61
0,id check theres like 1 bowls worth left,39
0,please sen kind advice please come try,38
0,got seventeen pounds seven hundred ml – hope ok,47
1,ur chance win £250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,101
1,urgent mobile number awarded ukp2000 prize guaranteed call 09061790125 landline claim 3030 valid 12hrs 150ppm,109
0,ok lor thanx ü school,21
0,im guy browsin compulsory,25
0,im office dawhere,17
0,juz havent woke bit blur blur dad went liao cant cum oso,56
0,hmmmbut give one day,20
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,86
0,ki send ltgt min,16
0,much getting,12
0,sorry ill call later,20
0,ive sent wife text buy shell tell relax go get wkend,52
0,thinkin someone good drugs,26
0,hiya u like hlday pics looked horrible took mo hows camp amrca thing speak soon serena,86
0,3 pa selected,13
0,… don‘t worry we‘ll finished march … ish,40
0,piggy r u awake bet ure still sleeping im going 4 lunch,55
0,might go 2 sch yar e salon v boring,35
0,come,4
0,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha,141
1,thanks subscription ringtone uk mobile charged £5month please confirm replying yes reply charged,96
0,watching surya movie 6 pm vijay movie pokkiri,45
0,forced eat slice im really hungry tho sucks mark getting worried knows im sick turn pizza lol,93
0,u still plumbers tape wrench could borrow,41
0,lov line hurt truth dont mindi wil toleratbcs ur someone never comfort lie gud ni8 sweet dreams,95
0,break time one come n get stuff fr ü,36
0,princess like make love ltgt times per night hope thats problem,63
0,dont know im raping dudes poker,31
0,tell said eat shit,18
0,special,7
0,oh k got job whats,18
0,x course 2yrs messages messenger lik r sending,46
0,hav almost reached call unable connect u,40
0,hey mate spoke mag people we‘re deliver end month deliver 24th sept talk later,78
0,dear mood cant drive brother drive,34
1,3 received mobile content enjoy,31
0,mum say wan go go shun bian watch da glass exhibition,53
0,haha awesome minute,19
0,r e meeting tmr,15
0,notice like looking shit mirror youre turning right freak,57
1,hear new divorce barbie comes kens stuff,40
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt,130
0,happy new year princess,23
0,bruce b downs amp fletcher,26
0,see half hour,13
0,mm time dont like fun,21
0,u come n search tat vidnot finishd,34
0,pick ur fone u dumb,19
1,gent trying contact last weekends draw shows £1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,118
1,important information 4 orange user today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting,120
0,time thinkin goin,17
0,lol really need remember eat im drinking appreciate keeping company night babe smiles,85
0,ok enjoy r u home,17
0,tables occupied im waiting tree,31
0,place man,9
1,call 08702490080 tells u 2 call 09066358152 claim £5000 prize u 2 enter ur mobile personal details prompts careful,114
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,132
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,68
0,real u getting yo need 2 tickets one jacket im done already used multis,71
0,oh really perform write paper go movie home midnight huh,56
0,also cbe pay,12
0,good night dear sleepwellamptake care,37
0,better still catch let ask sell ltgt,36
0,dont know exactly could ask chechi,34
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,101
0,nothin comes mind ü help buy hanger lor ur laptop heavy,55
0,jus finish bathing,18
0,wasnt well babe swollen glands throat end,41
0,wil ltgt minutes got space,26
0,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove dont proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later,516
